path	pages	first_page	of	ink	dominant	gdelta	only_ours	only_ref	blank_ref	text
words/batch-006/docx/healthcare-reform-nsa-provider-bulletin.docx	5/5	1	5	0.50	glyphs	89	103	9	8	[ADVISORY] [BULLETIN] TO HEALTH CARE PROVIDERS AND FACILITIES ON REQUIREMENTS UNDER THE FE
words/batch-006/docx/technical-memo-format.docx	5/5		5	0.00		0	0	0	0	Department of Chemical Engineering Auburn University Auburn Alabama, 36849 Description of 
words/batch-007/doc/RNW167A-150428.doc	9/9	7	9	0.60	glyphs	1	57	41	0	Minister outlining the MPSA/DPSA priorities for 2013/14 financial year Promotion of Minist
words/batch-007/doc/Wales_Office_Quarter_4_Ministerial_Transparency_Return.DOC	6/6	3	6	3.46	glyphs	62	56	94	6	Wales Office – Quarterly Ministerial Transparency Return MINISTERS’ OVERSEAS TRAVEL Rt. Ho
words/batch-007/doc/chapter 12.doc	12/12		12	0.00		0	0	0	0	International Economics, 10e (Krugman/Obstfeld/Melitz) Chapter 12 Controversies in Trade P
words/batch-007/doc/congregationalhistories_ky_2023.doc	1/1		1	0.00		0	0	0	0	Kentucky Congregational Histories Below is a list of Cong.al histories available at the Ar
words/batch-007/docx/0c662f5c948a7d81d32ffd833c5cc59421a5f522.docx	1/1		1	0.00		0	0	0	0	GDIA-N 20 février 2015 Airbus Nantes : « sur le chemin de l’excellence » Très en amont sur
words/batch-007/docx/Press release_EUREKA labels ITEA 3 Cluster.docx	2/2		2	0.00		0	0	0	0	ITEA 2 Office High Tech Campus 69 - 3 Tel : + 31 88 003 6136 5656 AG Eindhoven Fax : + 31 
words/batch-007/docx/johnson_hall_service_log.pdf.docx	1/1		1	0.00		0	0	0	0	COMMUNITY SERVICE LOG – Johnson Hall FYRE Program PRINT Name: ____________________ ID # __
words/batch-007/docx/final-technical-report-template.docx	6/6		6	0.00		0	0	0	0	Final Technical Report Template [Remove this informational page and instructional blue tex
words/batch-007/docx/technical-report-template.docx	7/7		7	0.00		0	0	0	0	ES 205 Analysis and Design of Engineering Systems Prof. name Spring 2013–2014 Identifying 
words/batch-008/doc/1245685 1 Comment.doc	1/1		1	0.00		0	0	0	0	From: KANONIS, Philip Sent: 24 October 2011 09:52 To: Planning LDF Subject: Filton To whom
words/batch-007/docx/template-technical-report.docx	10/10	2	10	1.31	one-sided	0	43	45	2	TYPE OF ARTICLE: Technical Report TITLE: Title of the Manuscript AUTHORS: Author A1, Autho
words/batch-008/doc/2024-2nd-quarter-case-summaries.doc	10/10	10	10	1.30	glyphs	52	15	25	5	The Consumer’s requests for an unspecified amount for damage to the vehicle, and $479.99 f
words/batch-008/doc/PUR-0012-UTAS-GRAMS-SPA-Template-1-25-2024.doc	6/6		6	0.00		0	0	0	0	This Document is included by reference in the following Contract: BPA ‘XXX” Special Purcha
words/batch-008/doc/FlightLaws.doc	4/4	1	4	1.13	one-sided	0	72	208	13	AIRBUS FLIGHT CONTROL LAWS High AOA Protection Load Factor Limitation High Speed Protectio
words/batch-008/docx/09.docx	2/2		2	0.00		0	0	0	0	OneWeb Satellites Picks Florida Site for Manufacturing Plan Las capacidades de la Red de R
words/batch-008/docx/ECSS-E-ST-50-16C-Annex-A(30September2021).docx	4/4	1	4	0.40	face	44	69	100	6	ECSS-E-ST-50-16C 30 September 2021 Annex A (informative) Patent licensing A.1 Scope The Ti
words/batch-008/docx/4400-91_Proposal_To_Lease_Space_10-2024.docx	6/6		6	0.00		0	0	0	0	OMB Control No. 2120-0595 Proposal to Lease Space In response to Announcement/ Lease Contr
words/batch-008/docx/FAA-2017-0628-0002_attachment_1.docx	4/4	1	4	0.96	glyphs	1	8	13	2	RULEMAKING PAPER—“AIRWORTHINESS DIRECTIVES: AIRBUS AIRPLANES” 1 July 1 -RULEMAKING PAPER-“
words/batch-008/docx/draft-variation-notice-airbus-bm3965ia-v006-vs-comments.docx	9/9	2	9	2.48	glyphs	4	115	69	18	Airbus Operations Limited Permit number EPR/BM3965IA Introductory note This introductory n
words/batch-009/doc/2013-op12-Annex III - Curriculum Vitae.doc	3/3		3	0.00		0	0	0	0	ANNEX III - CURRICULUM VITAE EUROPEAN CURRICULUM VITAE FORMAT PERSONAL INFORMATION Name [ 
words/batch-008/docx/UAS-SGI_waiver_approval_request_form.docx	2/2		2	0.00		0	0	0	0	FAA REQUEST FORM FOR EXPEDITED SGI WAIVER OR AUTHORIZATION FOR UAS OPERATION Basic Qualifi
words/batch-009/doc/A380MaenPressRel.doc	3/3		3	0.00		0	0	0	0	MAEN Manchester Airport Environment Network Press Release 31st August 2010 – Embargo 00.01
words/batch-009/doc/CP-ETSO template_v2020.DOC	6/6	2	6	0.52	glyphs	15	4	5	1	Company Logo Certification Programme Project No REV. No REV. Date TABLE OF CONTENTS 1. LOG
words/batch-009/doc/237287_0486190101_0486190101_geolink2neu.doc	8/8	1	8	0.52	glyphs	75	69	68	5	Geografie und Wirtschaftskunde, 6. Schulstufe geo-link 2 NEU Seite | 1 Jahresplanung auf d
words/batch-009/docx/Case-Study-Heathrow-Airport.docx	3/3	1	3	0.77	one-sided	0	92	100	16	Case Study Project Information 1. Project title Heathrow Rehabilitation Works 2. Name of C
words/batch-009/docx/Contract_Check_Pilot_Sample_LOA.docx	4/4		4	0.00		0	0	0	0	SAMPLE CONTRACT CHECK PILOT LETTER OF APPROVAL (LOA) When properly nominated, trained, qua
words/batch-009/doc/certification-flight-standards-doc-oeb-supporting-documents-tgl-TGL26-section-5-REV10.doc	8/8		8	0.00		0	0	0	0	JAA Administrative & Guidance Material Section Four: Operations, Part Three: Temporary Gui
words/batch-009/docx/SWDD-template.docx	6/6		6	0.00		0	0	0	0	Software Design Document (SWDD) Template Note: This is only an example and has not been re
words/batch-009/docx/form_1123_application_form_rvsm_spa.docx	3/3	1	3	0.36	glyphs	86	39	11	3	Federal Public Service Mobility and Transport Belgian Civil Aviation Authority Operations 
words/batch-009/docx/Lessons-Learned-Bulletin-Dorset-version-to-IIRG-V5.docx	3/3	1	3	4.30	glyphs	102	34	10	6	Shared learning bulletin A group of service users involved in a homicide in the community 
words/batch-010/doc/f111.doc	11/11	8	11	0.65	glyphs	99	54	132	12	**Designates programs in languages other than English, French or of languages of Indigenou
words/batch-010/docx/195584360.docx	20/20	1	20	0.88	box	0	54	66	0	Public Utilities Commission of the State of California Timothy J. Sullivan, Executive Dire
words/batch-010/docx/Checklist for TC STC ETSO data packages to FAA_TIP rev 5.docx	3/3	2	3	1.13	glyphs	106	75	17	6	European Aviation Safety Agency Checklist for data package required by the FAA for validat
words/batch-010/doc/361400CSLegislation1RF01PUBLIC1.doc	35/35	33	35	0.42	glyphs	88	6	35	23	Civil Service Legislation in the RF (Resolution No. 2008-3 GD). Nevertheless, the draft la
words/batch-010/docx/PM-apeech-Handover-of-New-Airbus-Aircraft-for-Fiji-Airways-Dec.-15th.docx	5/5	2	5	2.02	glyphs	42	6	23	16	I’m delighted to be here today representing the Fiji people to take delivery of our newest
words/batch-010/docx/te.iors.00048-002 SUP Questionnaire.docx	4/4	1	4	6.33	colour	86	19	69	0	Suspected Unapproved Part Questionnaire 1. Identification Reporter’s Internal Reference Nu
words/batch-010/docx/technical report template.docx	10/10	1	10	0.55	size	0	11	11	1	Title of Report in Title Case Arial, Calibri, or Calibri Light (18 font, boldface) No more
words/batch-010/docx/5709.16 ch.40_mgfinal.docx	31/32	1	31	0.64	box	7	46	57	5	5709.16 ch.40_mgfinal.docx Page 1 of 32 FOREST SERVICE HANDBOOK NATIONAL HEADQUARTERS (WO)
words/batch-011/doc/1528364855.doc	3/3	1	3	1.25	glyphs	78	174	443	19	APPLICATION FOR APPROVAL OF CAT II or CAT III OPERATIONS Reference: FS.DSV.46 Revision: Or
words/batch-011/docx/FG-AI4NDM-TR-skeleton_template.docx	5/5		5	0.00		0	0	0	0	I n t e r n a t i o n a l T e l e c o m m u n i c a t i o n ITU-T TELECOMMUNICATION STANDA
words/batch-010/docx/Writing a technical report (SCE subject guide).docx	4/4		4	0.00		0	0	0	0	Writing a technical report Writing a technical report can be a challenging task, especiall
words/batch-011/docx/eTAR_External_Web_tool_Tip_Sheet_mh.docx	4/4	1	4	0.55	glyphs	71	44	11	2	Electronic Technical Assist Letter Request (eTAR) External Web Tool Tip Sheet Updated May 
words/batch-011/docx/f2_registro_de_aprovacao_com_pbcs_EN.docx	2/2	1	2	0.98	glyphs	35	165	178	5	CARSAMMA F2 FORM RECORD OF APPROVAL TO OPERATE IN CAR/SAM AIRSPACE 1. When a State of Regi
words/batch-011/doc/135.doc	14/14		14	0.00		0	0	0	0	Local Government Pensions Committee Secretary, Jeff Houston LGPC Bulletin 135 – September 
words/batch-011/docx/part-145-approval list 2025.docx	7/7	2	7	1.38	glyphs	33	133	200	3	Списък с одобрени организации по Част-145 List of approval Part-145 Ogranisations Name App
words/batch-011/docx/b053-19.docx	2/2	1	2	0.53	glyphs	85	61	29	6	August 12, 2019 ( ) (X) Action Required Informational BULLETIN NO. 053-19 SCHOOL APPORTION
words/batch-011/docx/review-welsh-government-communications-mister-peter-mandelson.docx	16/14	6	14	1.17	size	10	86	96	12	Industrial Strategy Nuix Nuix Nuix Nuix N281 FW: RESTRICTED - UK CABINET 16 July MINISTERS
words/batch-012/doc/AAC-AD-No-2021-01-Boeing-737-8-and-737-9-MAX.doc	20/20	1	20	2.36	face	68	46	71	13	Albanian Civil Aviation Authority Flight Safety Directory AAC AD No: 2021/01 Ref: EASA AD 
words/batch-011/docx/part-145-approval list (1).docx	8/8	2	8	1.07	glyphs	26	106	194	2	Списък с одобрени организации по Част-145 List of approval Part-145 Ogranizations Name App
words/batch-012/doc/AirbusCallouts.doc	24/24	1	24	0.85	glyphs	1	59	65	3	A319/320/321 Simulator Callouts and Briefing Guide Airbus Arrival Briefing/Flows Guide Upd
words/batch-012/doc/手机免提系统TSB.doc	2/2	1	2	0.80	glyphs	41	343	82	8	长安福特技术服务公告 CAF TSB ————————————————————————————————————————— 关键词：手机免提系统模块—检修 文号： 2004-02-0
words/batch-011/docx/tibs_guidelines_2.docx	13/13	1	13	0.37	glyphs	32	12	1	1	PUBLISHING GUIDELINES FOR TECHNICAL INFORMATION BULLETINS (TIBS) Prepared By: OCIO Technic
words/batch-012/docx/19-06 Assistive Technology TAB Final - 508.docx	8/8	1	8	1.05	glyphs	4	45	63	8	Division of Early Intervention and Special Education Services | Bulletin # 19-06 Birth – A
words/batch-012/docx/Leadership Information Article.docx	3/3		3	0.00		0	0	0	0	The Menace of Unruly Passengers – Fly Right this Summer The safety and security of both pa
words/batch-012/doc/RMI_Document_Repository_Public-Reprts_GettingOffOil.doc	6/6	2	6	8.58	one-sided	0	23	15	1	Fig. 1. Toyota’s impressive 1/X carbon-fiber concept car (2007) has the interior space of 
words/batch-012/docx/monthly-content-feeder.docx	18/18	1	18	0.37	glyphs	80	40	19	5	November 2025 Member Collaboration Groups and Member Relations Content Feeder Stay well-in
words/batch-012/docx/technical-architecture.docx	8/8		8	0.00		0	0	0	0	Office of Information Systems, Business Systems Support Office TECHNICAL ARCHITECTURE Temp
words/batch-012/docx/Company-profile-2022-EN.docx	5/5		5	0.00		0	0	0	0	ABOUT ATR ATR is the world number one regional aircraft manufacturer, with its ATR 42 and 
words/batch-013/docx/20110608_psp.docx	3/3	1	3	0.36	one-sided	0	52	72	27	Stadt Pirmasens Pressemeldung Pirmasens, 8. Juni 2011 Pirmasens geht hoch hinaus Westpfälz
words/batch-013/docx/AW-104D-RVSM-Aircraft-Approval-Checklist.pdf.docx	2/2	1	2	0.89	glyphs	32	175	60	7	RVSM Aircraft Approval Checklist AW 104D DQ - Serial Number: Model Operator: Variable Numb
words/batch-012/docx/slcc-architecture-uu-architecture.docx	4/4		4	0.00		0	0	0	0	Major-Specific and Transfer Pathway Articulation Agreement Between Salt Lake Community Col
words/batch-013/docx/b050-19.docx	3/3		3	0.00		0	0	0	0	August 5, 2019 ( ) (X) Action Required Informational BULLETIN NO. 050-19 SCHOOL APPORTIONM
words/batch-013/docx/FO.FCTOA_.000129 Application for activities related to FSTD.docx	6/6	1	6	2.19	glyphs	122	46	31	7	European Aviation Safety Agency Form Application for Activities related to Flight Simulati
words/batch-013/docx/A1. EASA Form 2.docx	9/7	1	7	1.70	glyphs	132	53	29	8	European Aviation Safety Agency Form EASA Form 2 Application for Part-145 and Part-M Subpa
words/batch-013/docx/template---tpr-technical-progress-report-with-guidance.docx	7/8	2	7	0.97	glyphs	24	36	26	7	Project/ Programme Technical Report Guidance and Template PART 1: GENERAL NARRATIVE REPORT
words/batch-013/docx/bulletin.docx	14/14	5	14	0.49	glyphs	80	85	13	10	Key findings Completed language services requests Completed services requests made under t
words/batch-014/doc/Reid.doc	4/4	1	4	0.85	size	58	45	80	20	Preferred Citation: Andrew Moravcsik, “EU Got that Thing”, The American Prospect Volume 16
words/batch-013/docx/Sol PJ14-03-04 Solution Contextual.docx	5/5	1	5	1.47	glyphs	92	57	72	25	SESAR SOLUTION 14.03.04 MT APNT SOLUTION CONTEXTUAL NOTE SESAR Solution PJ.14-03-04 APNT s
words/batch-014/doc/1228841571067_2009_TPPT_13__2007_TPPT_102__R-108535759.doc	13/12	1	12	0.49	glyphs	3	18	37	12	Research paper on susceptibility to sulfuryl fluoride Submission number: 2007-TPPT-102 200
words/batch-014/docx/Form-SM-76A-_-CAR-OPS-2A-Instruments-and-Equipment-Compliance-Statement-_-11.docx	3/3	1	3	4.52	glyphs	51	96	177	4	REPUBLIC of SAN MARINO CIVIL AVIATION AUTHORITY TEL: +378 (0549) 941539| FAX: +378 (0549) 
words/batch-013/docx/easa-regulations-update-20.docx	22/22	3	22	0.52	box	1	34	63	2	EASA Updates Aug – Sep inclusive The new AD supersedes EASA AD 2024-0174-E, which was issu
words/batch-014/doc/omrIMInterpretiveGuideLine.doc	2/2	1	2	3.76	glyphs	57	4	37	5	MENTAL RETARDATION BULLETIN November 27, 2002 Immediately 00-02-15 DATE OF ISSUE EFFECTIVE
words/batch-014/docx/gpp-pr-top-7-office-markets-4q-2023.docx	4/4	2	4	2.30	glyphs	70	121	165	20	In the year 2023 this situation impacted the office-letting market in Germany’s top 7 citi
words/batch-014/doc/1257259179492_2007_TPPT_102_Supporting_Doc_2-434003080.doc	10/9	1	9	0.77	glyphs	35	7	38	10	RESEARCH BULLETIN OF THE PLANT PROTECTION SERVICE (Res. Bull. Pl. Prot. Japan) No.40: 19-2
words/batch-014/docx/SPA-11_mcar_part-11_v2.9.docx	49/49	29	49	0.67	glyphs	60	53	61	1	Parte 11. Trabajos aéreos (2) la clase de las combinaciones de carga y giroavión para las 
words/batch-015/doc/A320SimNotes.doc	40/42	1	40	0.41	one-sided	0	28	32	7	A319/320/321 PC/PT/RLF NOTES DO NOT USE FOR FLIGHT OPERATIONS The purpose of these notes i
words/batch-014/docx/FO.FCTOA.00010 Application for a Part-ORA ATO Approval.docx	15/16	1	15	1.63	glyphs	145	107	26	6	European Aviation Safety Agency Form Application for a Part – ORA ATO Approval 1 Applicant
words/batch-014/docx/xx_SETIS_PWS_template_10.19.22.docx	15/15	2	15	0.36	glyphs	93	42	70	4	Task Order Form DTFAWA-2X-D-000XX Vendor Name (unless competed) 46 47 4. Requirements 48 4
words/batch-014/docx/UG.CAO.00133 Foreign Part 145 approvals - Language.docx	18/18	1	18	0.65	box	22	52	48	1	User Guide European Aviation Safety Agency Foreign Part 145 approvals –Documentary Languag
words/batch-015/docx/1_tpr_template__from_fy14_.docx	9/8	3	8	nan	page size	0	0	0	0	Table 1: Summary of Project Reporting Requirements All Priority Programmes respond to Part
words/batch-015/doc/644730BRI0mna000BOX361539B00public0.doc	5/5	1	5	0.75	box	0	127	207	82	64473 September 2011 · Number 2 January 2011·Number 77 By Charles Schlumberger Background.
words/batch-015/docx/approvals-and-standardisation-organisation-approvals-docs-part-145-annex-B-B11.-TE.CAO.00129-Foreign-Part-145-approvals---Experience--logbook.docx	6/6	1	6	0.64	size	50	31	8	0	Foreign Part 145 approvals- Maintenance Experience Logbook European Aviation Safety Agency
words/batch-015/doc/info-bulletin-601.doc	5/6	1	5	6.61	glyphs	99	22	32	4	Information Bulletin PT 601/03.19 Disability Standards for Accessible Public Transport 200
words/batch-015/docx/1603642410-MoM-CASCOM-06-2020-draft04.docx	9/9	5	9	0.40	glyphs	110	147	107	13	active and up to date SMS with a proper risk mapping, assessment and mitigation means in p
words/batch-016/doc/150_5300_13_chg8.doc	20/18	2	18	1.39	glyphs	48	167	254	42	10/1/02 AC 150/5300-13 CHG 7 Chapter 3. RUNWAY DESIGN 300. INTRODUCTION300. This chapter p
words/batch-015/docx/B11. TE.CAO.00129  Experience  logbook.docx	7/6	1	6	0.83	glyphs	46	18	16	2	Foreign Part-145 approvals- Maintenance Experience Logbook European Aviation Safety Agency
words/batch-015/docx/Regulations Governing the Status, Basic Rights and Duties of Officials other than Secretariat Officials, and Experts on Mission.docx	18/18	6	18	0.51	width	59	15	48	32	ST/SGB/2002/9 II. Regulations Governing the Status, Basic Rights and Duties of Officials o
